sep=;
ACCELEROMETER X (m/sÂ²);ACCELEROMETER Y (m/sÂ²);ACCELEROMETER Z (m/sÂ²);GRAVITY X (m/sÂ²);GRAVITY Y (m/sÂ²);GRAVITY Z (m/sÂ²);LINEAR ACCELERATION X (m/sÂ²);LINEAR ACCELERATION Y (m/sÂ²);LINEAR ACCELERATION Z (m/sÂ²);GYROSCOPE X (rad/s);GYROSCOPE Y (rad/s);GYROSCOPE Z (rad/s);LIGHT (lux);MAGNETIC FIELD X (Î¼T);MAGNETIC FIELD Y (Î¼T);MAGNETIC FIELD Z (Î¼T);ORIENTATION Z (azimuth Â°);ORIENTATION X (pitch Â°);ORIENTATION Y (roll Â°);PROXIMITY (i);ATMOSPHERIC PRESSURE (hPa);SOUND LEVEL (dB);LOCATION Latitude : ;LOCATION Longitude : ;LOCATION Altitude ( m);LOCATION Altitude-google ( m);LOCATION Altitude-atmospheric pressure ( m);LOCATION Speed ( Kmh);LOCATION Accuracy ( m);LOCATION ORIENTATION (Â°);Satellites in range;Time since start in ms ;YYYY-MO-DD HH-MI-SS_SSS
-0.5359;-8.3706;-6.2117;-0.6846;-9.6151;-1.8214;-0.4309;-1.1655;4.0314;2.4109;-0.608;0.7875;0.001;-6.09;42.18;28.32;213.74;63.98;-177.08;0.0;1000.33;57.065;35.772808;-78.677895;263.23;NaN;;;70.380646;;0 / 19;73007;2018-03-09 12:04:53:699
0.6704;-9.5017;-1.5515;-1.4221;-9.6604;0.9438;-5.1173;3.899;2.9452;0.7616;0.2025;0.6859;0.001;-1.72;52.2;27.97;319.41;79.98;56.43;0.0;1000.45;58.062;35.772808;-78.677895;263.23;NaN;;;70.380646;;0 / 19;73507;2018-03-09 12:04:54:199
-3.4428;-8.7155;-2.1022;-0.3161;-9.4845;-2.4861;1.1069;2.2308;5.1031;1.1819;-1.8468;-0.8287;0.001;21.57;51.26;23.37;134.47;68.0;170.29;0.0;1000.47;54.807;35.772808;-78.677895;263.23;NaN;;;70.380646;;0 / 19;74006;2018-03-09 12:04:54:698
-1.3797;-8.9531;0.5568;-0.9185;-9.7512;0.5537;0.2808;-0.7946;-0.084;1.3807;-0.8027;0.1089;0.001;15.8;57.31;-4.82;71.0;81.33;152.53;0.0;1000.32;55.325;35.772808;-78.677895;263.23;NaN;;;70.380646;;0 / 19;74507;2018-03-09 12:04:55:199
-1.8325;-11.4596;0.531;-0.7308;-9.2429;-3.2049;1.3335;2.6116;-4.8686;-2.2999;-0.588;-1.0486;0.001;-6.31;60.51;-1.11;78.06;81.9;89.81;0.0;1000.29;50.191;35.772808;-78.677895;263.23;NaN;;;70.380646;;0 / 19;75006;2018-03-09 12:04:55:698
-1.9893;-7.3422;-1.5389;0.43;-9.7019;-1.3874;0.5739;-1.1955;1.5749;0.5316;0.5125;0.1035;0.001;-10.43;49.4;13.97;236.43;77.78;-169.86;0.0;1000.31;53.33;35.772808;-78.677895;263.23;NaN;;;70.380646;;0 / 19;75507;2018-03-09 12:04:56:199
1.8098;-8.5324;-1.3513;0.4159;-9.7768;-0.6911;-1.6038;-1.5176;0.6772;-0.1045;0.0339;0.0526;0.001;-2.58;50.95;21.65;148.91;85.0;-147.19;0.0;1000.34;52.055;35.772808;-78.677895;263.23;NaN;;;70.380646;;0 / 19;76007;2018-03-09 12:04:56:699
-1.0938;-12.3645;-4.9019;-0.1493;-9.7889;-0.6257;1.7424;2.1508;3.7216;1.0089;1.6017;0.1301;0.001;12.63;52.48;15.32;89.61;74.22;-178.28;0.0;1000.28;56.913;35.772808;-78.677895;263.23;NaN;;;70.380646;;0 / 19;76506;2018-03-09 12:04:57:198
-0.0761;-12.8223;-5.4031;0.1843;-9.5577;-2.2028;-0.3966;-1.8528;1.4991;-1.6874;-0.2888;0.1384;0.001;12.92;56.62;14.81;103.9;83.75;-162.65;0.0;1000.46;55.393;35.772808;-78.677895;263.23;NaN;;;70.380646;;0 / 19;77007;2018-03-09 12:04:57:699
-0.0317;-13.1551;-5.4256;0.5216;-9.7396;-1.0507;-2.0929;4.1315;-0.368;-0.3042;0.9299;-0.9115;0.001;11.17;51.93;8.6;43.77;63.78;-178.02;0.0;1000.34;58.778;35.772808;-78.677895;263.23;NaN;;;70.380646;;0 / 19;77506;2018-03-09 12:04:58:198
1.2701;-9.8539;-4.8465;0.2756;-9.6277;-1.862;0.2432;6.9152;-3.7205;-1.034;0.2966;0.1119;0.001;9.49;46.97;17.99;121.83;78.94;-171.58;0.0;1000.43;54.092;35.772808;-78.677895;263.23;NaN;;;70.380646;;0 / 19;78006;2018-03-09 12:04:58:698
0.9416;-11.086;0.0837;0.1554;-9.7674;-0.9003;0.3094;9.4541;4.6648;-0.1311;1.2379;-0.4946;0.001;12.09;47.8;4.43;78.35;84.66;-170.21;0.0;1000.4;58.777;35.772808;-78.677895;263.23;NaN;;;70.380646;;0 / 19;78507;2018-03-09 12:04:59:199
-0.5219;-11.6122;-1.5367;0.4946;-8.2599;-5.2693;1.2073;3.4539;-2.669;-2.1917;-0.838;-0.9651;0.001;6.85;52.93;7.62;18.98;57.35;-174.64;0.0;1000.5;56.762;35.772808;-78.677895;263.23;NaN;;;70.380646;;0 / 19;79006;2018-03-09 12:04:59:698
0.808;-10.2815;1.2494;0.2737;-9.5564;-2.1991;-2.0791;0.5443;3.0289;-0.6188;0.5851;0.6074;0.001;5.7;44.87;-4.84;21.95;84.47;-161.62;0.0;1000.49;54.484;35.772808;-78.677895;263.23;NaN;;;70.380646;;0 / 19;79508;2018-03-09 12:05:00:200
0.1233;-8.4993;-2.1982;0.1602;-8.5076;-4.8816;1.7039;-3.3502;-3.46;-1.2732;-0.2885;-0.5159;0.001;-10.69;40.27;1.7;333.14;73.72;176.32;0.0;1000.69;54.718;35.772808;-78.677895;263.23;NaN;;;70.380646;;0 / 19;80006;2018-03-09 12:05:00:698
0.0959;-17.4155;2.127;0.7976;-9.5732;-1.9886;4.2434;9.3234;3.1257;0.2052;2.2236;-0.8979;0.001;-21.14;19.21;-5.98;295.46;77.1;179.09;0.0;1000.63;52.179;35.772808;-78.677895;263.23;NaN;;;70.380646;;0 / 19;80506;2018-03-09 12:05:01:198
-1.0804;-11.3857;0.1812;-0.0188;-9.4832;-2.5108;2.7182;2.3081;-2.0447;-1.5896;2.4696;1.5031;0.001;6.25;18.59;-14.18;325.9;83.07;-134.09;0.0;1000.74;58.508;35.772808;-78.677895;263.23;NaN;;;70.380646;;0 / 19;81006;2018-03-09 12:05:01:698
0.5735;-8.3556;-4.9835;-0.4582;-9.3641;-2.8879;-0.9537;-2.186;2.123;0.007;1.1062;0.3287;0.001;7.79;20.52;2.79;73.27;72.66;170.98;0.0;1000.76;53.586;35.772808;-78.677895;263.23;NaN;;;70.380646;;0 / 19;81506;2018-03-09 12:05:02:198
1.3692;-9.1174;-0.4648;0.4501;-9.7985;0.1507;-1.1592;-1.0554;0.8016;1.4877;1.4793;0.5219;0.001;0.95;23.85;8.71;58.87;87.23;-71.49;0.0;1000.56;55.826;35.772808;-78.677895;263.23;NaN;;;70.380646;;0 / 19;82007;2018-03-09 12:05:02:699
1.9818;-10.8735;-2.715;1.0196;-8.4456;-4.8854;1.8173;2.0454;-4.9629;-3.3188;-1.1505;-1.9399;0.001;-17.61;28.95;16.37;290.81;85.84;113.57;0.0;1000.49;55.944;35.772808;-78.677895;263.23;NaN;;;70.380646;;0 / 19;82507;2018-03-09 12:05:03:199
1.5475;-10.1341;-0.5162;1.0048;-9.4679;-2.3635;0.8333;-0.4744;-1.4672;2.32;2.021;0.9335;0.001;-27.97;36.61;17.48;230.1;74.82;-156.97;0.0;1000.55;65.94;35.772808;-78.677895;263.23;NaN;;;70.380646;;0 / 19;83007;2018-03-09 12:05:03:699
1.0196;-10.9298;4.1303;0.3472;-8.7294;-4.4624;-1.2591;1.2847;-10.6573;-4.2224;-0.7274;-0.9815;0.001;-25.93;42.45;17.0;12.85;83.79;42.18;0.0;1000.26;57.4;35.772808;-78.677895;263.23;NaN;;;70.380646;;0 / 19;83506;2018-03-09 12:05:04:198
1.4987;-10.1797;-1.0041;0.6613;-9.4043;-2.7126;0.2628;1.2155;-1.7695;2.2878;1.4716;0.8302;0.001;-23.24;39.09;20.84;277.38;56.22;-175.41;0.0;1000.63;61.113;35.772808;-78.677895;263.23;NaN;;;70.380646;;0 / 19;84006;2018-03-09 12:05:04:698
-6.5638;-16.6338;0.1088;0.0642;-9.2115;-3.3733;-1.6371;3.6674;7.3273;-4.6448;-0.2052;-1.515;0.001;-19.0;44.48;11.76;19.31;79.44;49.94;0.0;1000.42;55.036;35.772808;-78.677895;263.23;NaN;;;70.380646;;0 / 19;84507;2018-03-09 12:05:05:199
-2.8306;-6.5664;-7.0043;0.6984;-8.7815;-4.3167;5.1278;0.2167;-0.4168;2.1626;1.317;-0.0604;0.001;-19.0;36.91;30.0;281.33;47.39;174.77;0.0;1001.08;57.949;35.772808;-78.677895;263.23;NaN;;;70.380646;;0 / 19;85006;2018-03-09 12:05:05:698
1.1905;-14.1114;0.5576;-1.5885;-9.5139;1.7887;4.3992;7.3355;3.8078;0.5767;0.2276;0.5907;0.001;-14.09;50.59;3.72;17.79;75.89;41.61;0.0;1000.3;55.835;35.772808;-78.677895;263.23;NaN;;;70.380646;;0 / 19;85507;2018-03-09 12:05:06:199
-0.9735;-2.2268;-3.9131;-1.5197;-6.5882;-7.1079;3.847;0.7534;-4.0315;0.8382;0.2446;-0.0775;0.001;-15.29;41.39;29.62;285.41;43.08;175.0;0.0;1000.55;59.058;35.772808;-78.677895;263.23;NaN;;;70.380646;;0 / 19;86006;2018-03-09 12:05:06:698
0.5313;-10.9103;-2.001;-1.3467;-9.5585;1.7487;-3.7283;4.4441;4.7177;1.3607;0.9091;0.7359;0.001;-9.53;51.5;3.11;16.97;77.0;37.6;0.0;1000.16;55.598;35.772808;-78.677895;263.23;NaN;;;70.380646;;0 / 19;86507;2018-03-09 12:05:07:199
-2.8757;-0.1891;-0.1283;-1.717;-6.115;-7.4762;-0.7674;-2.7499;-0.0305;-1.4495;-1.4597;0.1832;0.001;-4.42;36.41;29.28;252.03;53.27;178.16;0.0;1000.86;56.749;35.772808;-78.677895;263.23;NaN;;;70.380646;;0 / 19;87006;2018-03-09 12:05:07:698
2.9991;-7.7827;-0.8538;-0.006;-9.807;0.2445;-3.0439;-2.3135;3.5002;1.2466;1.5412;1.1001;0.001;-8.0;48.74;8.79;36.75;88.57;1.42;0.0;1000.29;59.505;35.772808;-78.677895;263.23;NaN;;;70.380646;;0 / 19;87506;2018-03-09 12:05:08:198
-8.0306;-8.9163;3.2616;-1.6192;-9.6181;-1.0523;5.2848;-0.1717;-4.3338;-3.104;-1.2721;-0.4361;0.001;-8.9;51.43;2.05;338.1;78.65;123.02;0.0;1000.25;53.731;35.772808;-78.677895;263.23;NaN;;;70.380646;;0 / 19;88006;2018-03-09 12:05:08:698
-7.4579;-9.4024;2.4837;1.3685;-8.9703;-3.7278;6.1189;3.109;-6.5431;0.2768;1.4073;-0.3403;0.001;-37.29;41.89;6.27;304.43;58.46;178.07;0.0;1000.62;55.85;35.772808;-78.677895;263.23;NaN;;;70.380646;;0 / 19;88507;2018-03-09 12:05:09:199
1.822;-13.7349;-1.7908;-0.6561;-9.4743;2.4584;-1.4587;5.0149;0.875;0.5283;0.7787;0.866;0.001;-0.2;36.44;-20.97;206.13;79.24;-25.41;0.0;1000.41;57.943;35.772808;-78.677895;263.23;NaN;;;70.380646;;0 / 19;89006;2018-03-09 12:05:09:698
-3.8227;1.4001;0.2118;-0.8471;-5.8079;-7.8604;3.568;-8.1511;-5.8018;-0.7448;-1.9459;-0.2726;0.001;-6.33;43.35;22.11;250.25;78.26;172.56;0.0;1000.72;56.925;35.772808;-78.677895;263.23;NaN;;;70.380646;;0 / 19;89507;2018-03-09 12:05:10:199
1.3174;-8.5126;-2.0483;-0.9021;-9.7627;0.335;-2.5246;-2.4148;2.9019;1.147;0.4577;0.5985;0.001;0.23;46.93;-0.86;319.06;82.44;-178.16;0.0;1000.13;58.879;35.772808;-78.677895;263.23;NaN;;;70.380646;;0 / 19;90007;2018-03-09 12:05:10:699
-3.7003;-0.409;0.0944;-1.2607;-5.912;-7.7263;0.1877;-3.3316;-7.5869;-1.3759;-1.9002;-0.3459;0.001;-2.66;46.2;28.53;338.88;37.06;170.73;0.0;1000.2;56.932;35.772808;-78.677895;263.23;NaN;;;70.380646;;0 / 19;90508;2018-03-09 12:05:11:200
0.8324;-7.7103;-0.9151;-0.343;-9.8009;0.2449;-1.3643;-2.3794;1.5406;1.5638;0.0694;1.315;0.001;-4.03;54.58;1.03;341.34;77.11;-158.47;0.0;1000.07;59.451;35.772808;-78.677895;263.23;NaN;;;70.380646;;0 / 19;91007;2018-03-09 12:05:11:699
0.1795;-3.7825;-0.5468;-0.3091;-6.9661;-6.9003;-0.9418;-2.8404;-5.3581;-2.8139;-2.4845;-0.8331;0.001;-6.54;55.52;23.27;339.83;66.28;-178.25;0.0;1000.24;54.911;35.772808;-78.677895;263.23;NaN;;;70.380646;;0 / 19;91506;2018-03-09 12:05:12:198
-0.1519;-10.0639;-1.8968;0.2753;-9.7865;-0.62;-3.2426;1.3584;-0.4701;2.2096;1.0914;0.9697;0.001;-10.74;58.63;9.23;323.16;68.0;-167.63;0.0;1000.03;64.411;35.772808;-78.677895;263.23;NaN;;;70.380646;;0 / 19;92006;2018-03-09 12:05:12:698
1.0621;-15.4704;-4.0901;0.2242;-8.0691;-5.5745;0.6323;4.0913;-2.522;-3.7404;-0.6955;-1.1047;0.001;-6.64;58.26;13.99;256.51;81.78;161.55;0.0;999.95;55.177;35.772808;-78.677895;263.23;NaN;;;70.380646;;0 / 19;92507;2018-03-09 12:05:13:199
-1.3527;-9.484;-3.1999;0.3103;-8.5921;-4.724;-2.6221;1.6771;-1.374;2.039;0.8643;0.216;0.001;-4.92;56.54;14.34;344.8;61.15;-176.24;0.0;1000.64;65.635;35.772808;-78.677895;263.23;NaN;;;70.380646;;0 / 19;93007;2018-03-09 12:05:13:699
-4.2733;-15.0402;-3.5139;-1.6955;-9.6211;0.8921;-2.102;6.458;2.6925;-1.3421;0.268;-0.1362;0.001;3.64;53.38;4.77;325.54;78.74;62.25;0.0;999.95;54.89;35.772808;-78.677895;263.23;NaN;;;70.380646;;0 / 19;93506;2018-03-09 12:05:14:198
-0.1124;-14.7505;-8.3022;-0.1968;-7.5263;-6.289;0.2351;4.3373;1.0087;1.5314;2.2974;-0.3626;0.001;4.54;47.94;20.99;358.8;38.93;164.98;0.0;1000.5;57.854;35.772808;-78.677895;263.23;NaN;;;70.380646;;0 / 19;94007;2018-03-09 12:05:14:699
1.6359;-10.4216;-0.8888;-0.531;-9.7908;-0.3061;-2.4381;0.6383;2.0067;-0.1192;0.5953;0.4137;0.001;9.34;50.42;13.58;189.32;88.17;135.77;0.0;1000.17;62.932;35.772808;-78.677895;263.23;NaN;;;70.380646;;0 / 19;94506;2018-03-09 12:05:15:198
-2.5602;-5.874;-0.9461;-1.2855;-9.1011;-3.4284;-0.1102;-1.1406;-1.7426;-1.1109;0.5335;-0.1256;0.001;16.47;45.36;17.52;115.07;68.08;159.45;0.0;1000.08;51.109;35.772808;-78.677895;263.23;NaN;;;70.380646;;0 / 19;95006;2018-03-09 12:05:15:698
1.2097;-10.8;1.4669;0.2586;-9.744;-1.1061;-5.3507;5.1146;-1.7524;0.9627;1.8144;0.6587;0.001;14.29;52.28;16.47;110.0;83.35;-166.84;0.0;1000.13;56.186;35.772808;-78.677895;263.23;NaN;;;70.380646;;0 / 19;95507;2018-03-09 12:05:16:199
-1.6775;-13.0756;-0.3344;-0.8358;-9.7234;0.9963;0.162;1.3678;0.859;-0.9702;1.8362;-0.6252;0.001;11.45;50.4;22.09;314.96;77.39;26.1;0.0;1000.16;54.255;35.772808;-78.677895;263.23;NaN;;;70.380646;;0 / 19;96006;2018-03-09 12:05:16:698
-0.2145;-12.0785;-4.1181;0.5226;-9.4108;-2.7201;-0.6885;-0.7744;7.1742;0.0879;1.4001;0.4456;0.001;2.8;43.24;30.9;177.29;66.43;168.79;0.0;1000.29;56.434;35.772808;-78.677895;263.23;NaN;;;70.380646;;0 / 19;96507;2018-03-09 12:05:17:199
-1.0179;-12.5936;-0.2303;-0.463;-9.6053;1.9391;0.7729;4.4038;0.9597;0.4567;0.5131;0.0754;0.001;-11.02;42.4;19.2;12.18;78.27;13.43;0.0;1000.12;62.205;35.772808;-78.677895;263.23;NaN;;;70.380646;;0 / 19;97006;2018-03-09 12:05:17:698
-1.3915;-0.0824;-2.6189;-0.5161;-6.3132;-7.4909;1.5961;-6.6351;-5.432;0.4757;-1.0523;-0.1796;0.001;-23.16;33.04;36.37;277.09;40.06;176.06;0.0;1000.33;65.813;35.772808;-78.677895;263.23;NaN;;;70.380646;;0 / 19;97507;2018-03-09 12:05:18:199
0.6852;-9.1443;-0.7127;0.6272;-9.7749;0.542;-0.7733;-1.2988;0.0567;1.5074;0.5096;0.4591;0.001;-31.32;46.79;3.48;275.64;62.79;-161.42;0.0;1000.19;58.937;35.772808;-78.677895;263.23;NaN;;;70.380646;;0 / 19;98007;2018-03-09 12:05:18:699
0.6301;-5.278;-0.7832;0.7441;-7.2686;-6.546;-0.7404;-3.1432;-7.9247;-3.5822;-2.3164;-1.395;0.001;-37.89;49.32;29.25;269.38;74.55;-163.75;0.0;999.87;60.24;35.772808;-78.677895;263.23;NaN;;;70.380646;;0 / 19;98507;2018-03-09 12:05:19:199
2.5848;-9.1071;-0.873;0.239;-9.7615;-0.9446;-2.4486;0.157;-0.285;1.7631;0.8757;0.9348;0.001;-45.77;59.25;9.02;276.08;68.56;-168.19;0.0;1000.16;66.005;35.772808;-78.677895;263.23;NaN;;;70.380646;;0 / 19;99007;2018-03-09 12:05:19:699
-0.9669;-12.8385;-3.1678;-0.5802;-8.9066;-4.0709;0.3537;1.2391;-3.6486;-3.0141;-0.9659;-1.0197;0.001;-22.05;60.87;17.55;350.34;81.41;91.42;0.0;999.82;55.951;35.772808;-78.677895;263.23;NaN;;;70.380646;;0 / 19;99506;2018-03-09 12:05:20:198
-3.411;-5.6758;-6.2685;-1.4368;-6.8982;-6.8254;1.7705;3.0402;3.112;1.2383;0.381;-0.2466;0.001;-19.75;44.01;40.72;282.03;44.68;168.11;0.0;1000.47;59.334;35.772808;-78.677895;263.23;NaN;;;70.380646;;0 / 19;100006;2018-03-09 12:05:20:698
0.2346;-6.4586;-1.1529;-0.4796;-9.7704;0.739;-2.6332;5.4125;2.2234;1.8742;0.1081;0.4147;0.001;-24.19;57.84;7.95;32.35;84.85;32.98;0.0;999.75;56.452;35.772808;-78.677895;263.23;NaN;;;70.380646;;0 / 19;100507;2018-03-09 12:05:21:199
-0.7101;-2.2743;1.0292;-0.7233;-6.5995;-7.2222;-0.3228;-6.6702;-4.3332;-1.9759;-2.2875;-0.6171;0.001;-19.82;28.54;24.64;249.76;61.91;176.8;0.0;999.74;56.778;35.772808;-78.677895;263.23;NaN;;;70.380646;;0 / 19;101006;2018-03-09 12:05:21:698
0.2983;-6.4013;-0.1956;-0.1835;-9.7539;1.0311;-1.5728;-2.448;1.1212;1.3879;0.3405;0.5521;0.001;-26.84;27.19;-4.41;261.51;81.85;-163.29;0.0;999.62;59.748;35.772808;-78.677895;263.23;NaN;;;70.380646;;0 / 19;101507;2018-03-09 12:05:22:199
-0.5359;-4.7253;-0.1557;0.3153;-6.6733;-7.1836;0.7707;-2.7521;-7.2327;-2.9493;-1.8014;-1.4153;0.001;-26.14;32.15;37.27;264.22;42.86;-177.49;0.0;999.91;53.917;35.772808;-78.677895;263.23;NaN;;;70.380646;;0 / 19;102006;2018-03-09 12:05:22:698
3.8388;-9.9517;-0.2181;2.0098;-9.5166;-1.277;-0.4886;-1.4287;0.2629;1.5906;2.1982;0.789;0.001;-12.23;38.47;-6.38;282.36;75.95;-122.43;0.0;999.67;58.006;35.772808;-78.677895;263.23;NaN;;;70.380646;;0 / 19;102507;2018-03-09 12:05:23:199
-1.6461;-16.9901;1.0754;-0.0414;-9.8;-0.4412;-1.6561;8.6742;1.478;0.7487;-0.0952;1.2483;0.001;-1.6;27.78;-18.85;334.96;81.48;-135.84;0.0;999.84;56.34;35.772808;-78.677895;263.23;NaN;;;70.380646;;0 / 19;103006;2018-03-09 12:05:23:698
2.6924;-12.4068;3.2775;-1.6037;-9.6718;-0.3465;-4.4416;3.1154;-3.2238;2.6174;6.0264;1.0607;0.001;21.04;42.21;-0.34;72.38;72.12;160.72;0.0;999.71;54.515;35.772808;-78.677895;263.23;NaN;;;70.380646;;0 / 19;103507;2018-03-09 12:05:24:199
0.114;-9.0325;-0.1032;-2.2211;-9.3851;1.7951;-3.1445;-1.613;2.5409;0.3866;-1.1091;0.5416;0.001;13.77;44.91;7.71;296.51;73.08;51.05;0.0;999.96;53.929;35.772808;-78.677895;263.23;NaN;;;70.380646;;0 / 19;104007;2018-03-09 12:05:24:699
0.0726;-7.4521;-0.9424;-0.4291;-6.69;-7.1621;-0.1327;-4.5541;-6.0231;-4.7896;-1.2872;-1.6115;0.001;-10.02;56.54;17.21;18.02;72.7;151.59;0.0;999.92;54.837;35.772808;-78.677895;263.23;NaN;;;70.380646;;0 / 19;104507;2018-03-09 12:05:25:199
1.6618;-13.3308;-0.8863;1.091;-9.2673;-3.0272;-1.0288;4.2977;-3.0511;2.6452;2.8428;0.8669;0.001;-18.83;47.6;18.27;315.31;41.04;176.25;0.0;1000.5;56.405;35.772808;-78.677895;263.23;NaN;;;70.380646;;0 / 19;105007;2018-03-09 12:05:25:699
-1.7781;-14.6016;-0.292;-0.1853;-9.3698;-2.8998;-1.9449;6.806;5.1926;-5.3107;0.079;-0.966;0.001;-7.24;54.47;2.1;14.69;77.39;35.4;0.0;999.82;57.19;35.772808;-78.677895;263.23;NaN;;;70.380646;;0 / 19;105507;2018-03-09 12:05:26:199
-2.491;-8.0871;-2.0002;0.6903;-9.0944;-3.6127;1.9226;5.7351;0.2864;2.2049;0.4171;0.3486;0.001;-13.85;53.7;21.72;318.03;52.16;179.18;0.0;1000.08;58.064;35.772808;-78.677895;263.23;NaN;;;70.380646;;0 / 19;106006;2018-03-09 12:05:26:698
-3.6721;-16.6346;2.5864;-0.6439;-9.7136;-1.211;-3.0323;7.2258;2.9714;-3.8376;-0.4522;-1.2624;0.001;-4.64;59.72;-2.27;16.82;75.26;40.14;0.0;999.86;59.12;35.772808;-78.677895;263.23;NaN;;;70.380646;;0 / 19;106506;2018-03-09 12:05:27:198
-3.9973;-7.5797;-6.0152;0.566;-8.9462;-3.9852;-0.0073;4.8627;1.0139;1.8737;0.9536;0.1148;0.001;-14.37;51.24;24.46;318.43;40.93;170.86;0.0;1000.21;59.269;35.772808;-78.677895;263.23;NaN;;;70.380646;;0 / 19;107006;2018-03-09 12:05:27:698
0.4899;-13.1852;0.8708;-1.6428;-9.482;1.9048;3.801;6.3902;-0.4718;0.298;0.1074;0.475;0.001;-8.83;54.59;-0.74;25.31;75.14;40.78;0.0;999.76;57.736;35.772808;-78.677895;263.23;NaN;;;70.380646;;0 / 19;107507;2018-03-09 12:05:28:199
-0.6569;-1.6896;-4.0535;-1.25;-6.6679;-7.0861;-2.0675;-4.4896;-1.9924;1.0595;0.3132;-0.325;0.001;-5.05;40.31;29.98;314.18;42.82;170.0;0.0;999.89;59.99;35.772808;-78.677895;263.23;NaN;;;70.380646;;0 / 19;108007;2018-03-09 12:05:28:699
0.1847;-9.4991;-1.7875;-1.4218;-9.5628;1.6633;-2.9041;5.4464;-0.5703;1.1808;1.2326;0.8497;0.001;-1.64;48.25;2.82;341.1;87.88;68.65;0.0;999.68;63.134;35.772808;-78.677895;263.23;NaN;;;70.380646;;0 / 19;108507;2018-03-09 12:05:29:199
-1.8484;-3.5605;-0.3403;-1.3225;-6.5092;-7.2192;1.409;-3.9237;-6.2781;-2.4429;-2.0298;-0.6232;0.001;-5.11;38.11;23.08;294.03;60.32;174.77;0.0;999.81;58.396;35.772808;-78.677895;263.23;NaN;;;70.380646;;0 / 19;109006;2018-03-09 12:05:29:698
3.0901;-8.2754;-0.5627;0.011;-9.7951;-0.5409;-2.4086;-2.1067;0.0509;2.292;0.9744;0.8136;0.001;-5.84;43.47;4.57;245.06;86.84;-178.83;0.0;999.46;61.241;35.772808;-78.677895;263.23;NaN;;;70.380646;;0 / 19;109507;2018-03-09 12:05:30:199
2.5674;-11.096;0.0224;-0.4323;-8.391;-5.0637;-0.7434;-3.1266;-7.3353;-3.7765;-2.371;-0.7684;0.001;-7.32;47.07;15.6;321.12;84.24;94.0;0.0;999.59;56.061;35.772808;-78.677895;263.23;NaN;;;70.380646;;0 / 19;110006;2018-03-09 12:05:30:698
-1.6561;-8.1552;-4.1266;-0.1924;-7.8015;-5.9444;0.3876;2.1881;-2.3335;2.2033;1.7841;-0.5177;0.001;-6.16;53.88;11.09;345.26;52.68;178.15;0.0;1000.11;55.973;35.772808;-78.677895;263.23;NaN;;;70.380646;;0 / 19;110506;2018-03-09 12:05:31:198
-0.0842;-11.4824;2.0745;-2.1837;-9.231;2.5011;-2.0517;2.1392;0.1226;0.128;0.7795;0.3395;0.001;17.3;46.4;-12.3;196.38;75.9;38.57;0.0;999.25;60.726;35.772808;-78.677895;263.23;NaN;;;70.380646;;0 / 19;111007;2018-03-09 12:05:31:699
-2.5054;-4.583;-0.1232;0.4628;-9.0493;-3.7593;2.5454;-3.9369;-4.4817;0.9974;-0.3739;-0.6913;0.001;4.71;53.23;22.44;75.18;66.11;-178.25;0.0;999.55;56.787;35.772808;-78.677895;263.23;NaN;;;70.380646;;0 / 19;111506;2018-03-09 12:05:32:198
2.5733;-9.8377;0.1454;1.1395;-9.7056;-0.8601;-1.1936;-0.4404;0.216;0.8854;1.6121;0.243;0.001;-2.52;45.8;19.74;118.22;81.63;-127.05;0.0;999.7;55.997;35.772808;-78.677895;263.23;NaN;;;70.380646;;0 / 19;112006;2018-03-09 12:05:32:698
-0.5589;-9.7616;-0.0534;-0.5967;-9.7912;-0.1082;-0.2671;-0.2328;-0.1684;-0.0985;0.4228;0.4563;0.001;-5.13;43.3;18.26;243.36;89.73;134.7;0.0;999.63;47.925;35.772808;-78.677895;263.23;NaN;;;70.380646;;0 / 19;112507;2018-03-09 12:05:33:199
-1.2861;-8.089;-2.2544;-0.1336;-9.2757;-3.1904;0.3089;-1.249;-1.31;0.2799;-0.8573;-0.4325;0.001;-3.41;37.36;23.2;210.02;70.82;174.22;0.0;999.62;56.214;35.772808;-78.677895;263.23;NaN;;;70.380646;;0 / 19;113006;2018-03-09 12:05:33:698
1.9648;-9.1516;-2.8246;0.36;-9.5136;-2.366;-2.8114;0.5098;0.7303;-0.5193;-0.5373;-0.2177;0.001;-3.97;35.86;19.07;186.11;76.89;-174.32;0.0;999.79;53.137;35.772808;-78.677895;263.23;NaN;;;70.380646;;0 / 19;113507;2018-03-09 12:05:34:199
1.89;-9.6848;-0.757;0.3069;-9.7712;-0.8157;-1.6988;-0.2101;-0.1682;0.4238;-0.2675;0.2595;0.001;-1.37;34.14;15.55;150.34;81.85;-155.59;0.0;999.77;51.047;35.772808;-78.677895;263.23;NaN;;;70.380646;;0 / 19;114006;2018-03-09 12:05:34:698
-0.459;-9.8171;0.0877;-1.974;-9.5233;1.2827;-1.8682;0.065;0.8729;0.1184;-0.5267;0.4444;0.001;4.16;36.67;9.64;310.36;79.46;56.28;0.0;999.8;56.15;35.772808;-78.677895;263.23;NaN;;;70.380646;;0 / 19;114506;2018-03-09 12:05:35:198
