sep=;
ACCELEROMETER X (m/sÂ²);ACCELEROMETER Y (m/sÂ²);ACCELEROMETER Z (m/sÂ²);GRAVITY X (m/sÂ²);GRAVITY Y (m/sÂ²);GRAVITY Z (m/sÂ²);LINEAR ACCELERATION X (m/sÂ²);LINEAR ACCELERATION Y (m/sÂ²);LINEAR ACCELERATION Z (m/sÂ²);GYROSCOPE X (rad/s);GYROSCOPE Y (rad/s);GYROSCOPE Z (rad/s);LIGHT (lux);MAGNETIC FIELD X (Î¼T);MAGNETIC FIELD Y (Î¼T);MAGNETIC FIELD Z (Î¼T);ORIENTATION Z (azimuth Â°);ORIENTATION X (pitch Â°);ORIENTATION Y (roll Â°);PROXIMITY (i);ATMOSPHERIC PRESSURE (hPa);SOUND LEVEL (dB);LOCATION Latitude : ;LOCATION Longitude : ;LOCATION Altitude ( m);LOCATION Altitude-google ( m);LOCATION Altitude-atmospheric pressure ( m);LOCATION Speed ( Kmh);LOCATION Accuracy ( m);LOCATION ORIENTATION (Â°);Satellites in range;Time since start in ms ;YYYY-MO-DD HH-MI-SS_SSS
-2.0293;-5.6721;1.4721;1.1296;-9.5036;-2.1546;3.0237;-2.2762;-6.551;0.2428;-0.8848;-0.5899;0.001;-15.04;46.16;-8.85;305.34;75.64;-152.33;0.0;999.68;59.358;35.772766;-78.67771;263.55;340.2510969738746;;;69.37097;;0 / 19;198006;2018-03-09 12:06:58:698
2.2552;-10.6073;1.7129;-2.7516;-9.3722;0.9087;-8.0996;1.6237;2.2742;-0.0544;0.7782;0.4013;0.001;8.86;41.24;-19.57;100.04;78.33;64.71;0.0;999.48;56.408;35.772766;-78.67771;263.55;340.2510969738746;;;69.37097;;0 / 19;198506;2018-03-09 12:06:59:198
1.7872;-10.9426;-8.2782;0.5723;-9.6348;-1.7549;-15.9967;14.4843;2.9599;2.1004;-0.2044;1.0773;0.001;-18.42;54.04;-15.11;310.65;79.15;-161.94;0.0;999.54;57.482;35.772766;-78.67771;263.55;340.2510969738746;;;69.37097;;0 / 19;199007;2018-03-09 12:06:59:699
3.912;-8.8975;-0.2982;-2.2666;-9.4657;1.2244;-7.1355;-1.2997;0.9467;0.5553;0.7391;1.0683;0.001;1.57;49.86;-21.18;84.13;74.78;61.62;0.0;999.48;64.111;35.772766;-78.67771;263.55;340.2510969738746;;;69.37097;;0 / 19;199507;2018-03-09 12:07:00:199
2.9739;-4.9514;-0.7677;6.4764;-6.5793;-3.3175;1.9215;-2.7243;0.1854;0.6071;-0.8999;-1.6887;0.001;-27.93;48.32;-0.61;267.5;66.54;-127.27;0.0;999.47;53.962;35.772766;-78.67771;263.55;340.2510969738746;;;69.37097;;0 / 19;200006;2018-03-09 12:07:00:698
4.579;-7.1797;0.0951;4.9446;-8.4508;-0.6086;-1.928;-2.2003;-1.5468;0.2134;0.9507;0.3477;0.001;-29.96;48.71;-2.63;266.12;59.48;-97.02;0.0;999.47;56.195;35.772766;-78.67771;263.55;340.2510969738746;;;69.37097;;0 / 19;200506;2018-03-09 12:07:01:198
3.1897;-8.2283;-2.1551;3.5057;-8.8506;-2.3692;0.7903;1.0189;-1.1627;-2.4083;0.0576;-0.7648;0.001;-28.99;52.94;5.35;193.12;76.53;-84.71;0.0;999.5;49.341;35.772976;-78.677986;;NaN;;;2258.0613;;0 / 19;201007;2018-03-09 12:07:01:699
4.5711;-12.9092;-0.9403;1.5374;-9.6374;-0.9964;-4.729;7.9869;-1.3491;1.1635;-1.6891;0.6181;0.001;-31.32;45.48;9.93;219.04;71.51;-129.08;0.0;999.54;66.807;35.772976;-78.677986;;NaN;;;2258.0613;;0 / 19;201506;2018-03-09 12:07:02:198
3.471;-11.272;0.8555;0.5978;-9.7406;0.9993;-2.2409;-0.9849;-0.1996;0.1584;-1.447;-0.5291;0.001;-26.27;37.71;9.83;90.46;83.18;-30.89;0.0;999.45;53.548;35.772976;-78.677986;;NaN;;;2258.0613;;0 / 19;202006;2018-03-09 12:07:02:698
-0.8042;-9.6432;-2.2031;-0.0017;-9.702;-1.452;-0.4535;-0.2155;1.9331;0.3562;-0.3813;0.4711;0.001;-18.47;33.15;18.9;205.98;73.42;-150.9;0.0;999.58;54.732;35.772976;-78.677986;;NaN;;;2258.0613;;0 / 19;202506;2018-03-09 12:07:03:198
0.2634;-10.4761;-0.6582;0.5391;-9.7629;0.7944;-0.1837;-2.4019;-1.8381;0.5251;1.4292;0.5611;0.001;-16.6;33.7;13.69;153.45;85.33;-106.22;0.0;999.64;53.195;35.772976;-78.677986;;NaN;;;2258.0613;;0 / 19;203006;2018-03-09 12:07:03:698
4.0998;-9.452;1.1052;-0.704;-9.6488;1.6249;-3.6653;-0.3042;0.911;0.2032;1.2263;0.4732;0.001;-11.8;31.05;-4.46;78.02;80.71;3.29;0.0;999.46;47.766;35.772976;-78.677986;;NaN;;;2258.0613;;0 / 19;203507;2018-03-09 12:07:04:199
1.4921;-6.7382;-5.7719;3.1185;-8.7851;-3.0551;5.0961;-5.8932;-2.7285;1.5903;0.0746;0.8341;0.001;-11.88;41.56;1.66;324.47;63.58;-134.41;0.0;999.63;51.825;35.772976;-78.677986;;NaN;;;2258.0613;;0 / 19;204006;2018-03-09 12:07:04:698
2.9012;-9.213;-1.9066;0.4317;-9.7975;0.2405;-4.3672;-0.3159;-1.0901;0.4503;0.736;1.0807;0.001;0.54;47.73;-4.25;288.68;87.11;-60.88;0.0;999.46;51.701;35.772976;-78.677986;;NaN;;;2258.0613;;0 / 19;204506;2018-03-09 12:07:05:198
4.3318;-8.0718;-0.5334;3.0308;-8.5687;-3.6915;5.1395;-3.7993;-4.9186;0.467;-2.4892;-0.9992;0.001;-16.04;50.56;12.77;330.19;60.86;-140.61;0.0;999.55;52.177;35.772976;-78.677986;;NaN;;;2258.0613;;0 / 19;205007;2018-03-09 12:07:05:699
3.7716;-11.2158;-0.5045;1.5817;-9.6406;-0.8909;-1.4353;-1.0882;-0.1527;0.6663;1.2168;1.1348;0.001;-15.41;47.12;4.18;257.88;69.9;-132.13;0.0;999.52;57.704;35.772976;-78.677986;;NaN;;;2258.0613;;0 / 19;205506;2018-03-09 12:07:06:198
6.0438;-10.7904;-4.1334;1.7118;-9.1421;-3.1189;4.2885;7.2804;-6.0652;-0.6995;-0.1494;-1.9543;0.001;-13.92;40.47;6.44;317.16;86.5;137.11;0.0;999.29;48.835;35.772976;-78.677986;;NaN;;;2258.0613;;0 / 19;206007;2018-03-09 12:07:06:699
2.0716;-14.1269;-5.4706;1.8315;-9.5238;-1.4763;-1.9579;1.1602;-5.2953;0.654;1.5;0.8985;0.001;-8.77;35.72;-1.13;290.78;76.13;-128.87;0.0;999.65;70.101;35.772976;-78.677986;;NaN;;;2258.0613;;0 / 19;206507;2018-03-09 12:07:07:199
4.9041;-5.432;3.9706;-2.6647;-7.7931;5.3295;-6.9195;-3.7159;-1.733;-0.8851;1.1424;0.5334;0.001;15.1;26.46;-8.94;299.37;63.48;-19.77;0.0;999.54;60.512;35.772976;-78.677986;;NaN;;;2258.0613;;0 / 19;207006;2018-03-09 12:07:07:698
13.4353;-2.0406;8.3629;-0.8186;1.4221;9.6718;-13.3468;3.2009;1.4086;1.9751;0.6362;-0.3928;0.787;18.84;22.78;-14.72;316.64;0.82;-11.28;2.0;999.39;50.699;35.772976;-78.677986;;NaN;;;2258.0613;;0 / 19;207506;2018-03-09 12:07:08:198
-0.3029;3.9297;8.8082;0.2207;1.5417;9.6856;-0.0861;-2.4307;-0.1704;-0.2018;-0.3029;0.3121;49.826;20.27;34.96;-24.41;333.22;-8.99;1.47;2.0;999.41;56.389;35.772976;-78.677986;;NaN;;;2258.0613;;0 / 19;208006;2018-03-09 12:07:08:698
-0.3786;3.4254;7.9259;0.1324;2.0167;9.5996;1.2776;-0.9683;-0.7995;0.4252;0.1641;-0.1712;31.141;8.75;41.15;-37.9;345.76;-10.06;-4.41;2.0;999.47;43.502;35.772976;-78.677986;;NaN;;;2258.0613;;0 / 19;208506;2018-03-09 12:07:09:198
-1.3693;4.2189;7.0028;-0.2841;3.2428;9.2542;-0.3116;-1.6306;-0.0037;-0.252;0.7909;0.3133;31.141;11.49;31.54;-44.92;345.68;-14.7;-1.98;2.0;999.49;41.36;35.772976;-78.677986;;NaN;;;2258.0613;;0 / 19;209006;2018-03-09 12:07:09:698
-1.6855;5.3768;6.4674;-1.5723;4.5995;8.5211;0.2738;-0.201;3.1606;0.0052;0.4432;-0.6395;28.472;12.05;14.64;-48.98;350.44;-29.21;6.56;2.0;999.5;47.666;35.772976;-78.677986;;NaN;;;2258.0613;;0 / 19;209506;2018-03-09 12:07:10:198
-1.1132;3.3573;6.6943;-0.4794;3.1451;9.2798;0.312;-0.9268;2.4298;-0.2804;-0.4296;0.7414;36.48;10.48;16.58;-50.54;350.26;-18.97;5.95;2.0;999.51;43.287;35.772976;-78.677986;;NaN;;;2258.0613;;0 / 19;210006;2018-03-09 12:07:10:698
1.3154;3.2557;9.2836;0.2961;2.7599;9.4091;0.2949;1.1299;1.8866;-0.1118;0.0135;-0.276;36.48;2.35;12.2;-48.5;346.6;-18.85;-6.09;2.0;999.52;42.715;35.772976;-78.677986;;NaN;;;2258.0613;;0 / 19;210507;2018-03-09 12:07:11:199
-0.7982;2.9294;9.9702;-0.2938;3.0075;9.333;0.8185;-0.4011;0.1323;0.1763;0.0722;0.3427;89.865;12.41;6.22;-40.45;330.14;-17.61;2.4;2.0;999.52;41.1;35.772976;-78.677986;;NaN;;;2258.0613;;0 / 19;211006;2018-03-09 12:07:11:698
0.7419;2.9318;11.9317;0.5153;3.1977;9.2599;-0.1351;-0.9316;-0.6342;-0.0854;-0.4751;-0.6256;409.285;6.88;2.79;-38.89;327.71;-17.57;-0.95;2.0;999.51;42.42;35.772976;-78.677986;;NaN;;;2258.0613;;0 / 19;211506;2018-03-09 12:07:12:198
-1.2707;3.3071;10.0519;-0.2131;3.0126;9.3336;0.7672;-0.1621;-0.6953;0.1084;0.3482;-0.01;457.332;11.38;5.45;-36.56;327.92;-17.88;1.31;2.0;999.5;41.102;35.772976;-78.677986;;NaN;;;2258.0613;;0 / 19;212006;2018-03-09 12:07:12:698
